state,state_fips_code,year,trade_school_check,Level and degree/certificate-seeking status of student,Undergraduate or graduate level of student,Grand total,Grand total men,Grand total women,American Indian or Alaska Native total,American Indian or Alaska Native men,American Indian or Alaska Native women,Asian total,Asian men,Asian women,Black or African American total,Black or African American men,Black or African American women,Hispanic or Latino total,Hispanic or Latino men,Hispanic or Latino women,Native Hawaiian or Other Pacific Islander total,Native Hawaiian or Other Pacific Islander men,Native Hawaiian or Other Pacific Islander women,White total,White men,White women,Two or more races total,Two or more races men,Two or more races women,Race/ethnicity unknown total,Race/ethnicity unknown men,Race/ethnicity unknown women,U.S. Nonresident total,U.S. Nonresident men,U.S. Nonresident women,Gender unknown,Another gender,Total of gender unknown and  another gender,Total gender reported as one of the mutually exclusive binary categories (Men/Women)
New York,NY,2023,False,Undergraduate total,Undergraduate,780205,339161,441044,2237,896,1341,93833,43338,50495,98921,35543,63378,143515,56253,87262,1042,441,601,323487,151198,172289,26427,10656,15771,38110,17338,20772,52633,23498,29135,4934,934,01722634.6400413500.3239101000004425120941746711831197926188492834513000207350122.630.0.650..0000.00807000000000.031.255.0211.0814.0227000000014970..820.8.0070000.000900.000.000.00.0720000.1195.0000036.10000.0000.00000000000000000000000.0710720000000000000000000,641119
New York,NY,2023,True,All students total,All students total,354664,149982,204682,1585,707,878,28105,13106,14999,58458,22088,36370,83578,33971,49607,554,227,327,146392,63845,82547,9544,3801,5743,19562,9267,10295,6886,2970,3916,3805,297,00.100000000000380.000005.3003846201114637500000000000.0.1800.00030000000000.00000000000.034.0000000000000000000000000000000000000010002.000000000.0002200400000.0000000.000000000000000.0000200,335033
New York,NY,2024,False,Undergraduate total,Undergraduate,792710,347071,445639,2307,964,1343,95548,44592,50956,99140,36456,62684,146445,58210,88235,1008,438,570,320570,150781,169789,27041,11159,15882,48959,21348,27611,51692,23123,28569,9460,2585,0.1644.10100225100095249350049011522025212413811215226343159966611536452000080.8535007829.0.1350..0.02185001403200.0000136202647103198074.0.22.0554000000082...3.000250000.5001510800.0860.0.00058594000.0631.0000044.000000100000000000000000000000000.03851010000000000000000000,685840
New York,NY,2024,True,All students total,All students total,368602,159618,208984,1682,728,954,28512,13681,14831,64149,25427,38722,88171,37266,50905,530,239,291,144967,64060,80907,10393,4199,6194,22118,10483,11635,8080,3535,4545,8049,813,0004.0000000000340.0000378003977291493320841100..0.0.000000.2909000290.000000000.152139000.00.030.000000000000..00000000.00.0000.000000000.000000000000016.030029700170000000000.00000..00000000.013,309212
North Carolina,NC,2020,False,Undergraduate total,Undergraduate,302097,125053,177044,2520,906,1614,12609,5897,6712,70207,24950,45257,22864,9288,13576,291,134,157,161728,69870,91858,12692,5011,7681,11499,4770,6729,7687,4227,3460,0,0,0,0
North Carolina,NC,2020,True,All students total,All students total,326582,127033,199549,4492,1512,2980,8034,3468,4566,71996,23812,48184,36785,14575,22210,579,225,354,176401,72432,103969,9521,3430,6091,14095,5722,8373,4679,1857,2822,0,0,0,0
North Carolina,NC,2021,False,Undergraduate total,Undergraduate,299300,123231,176069,2407,856,1551,13037,6037,7000,68499,24437,44062,24582,10028,14554,295,133,162,159808,68469,91339,13099,5110,7989,10836,4485,6351,6737,3676,3061,0,0,0,0
North Carolina,NC,2021,True,All students total,All students total,305297,115895,189402,4200,1332,2868,7990,3365,4625,65016,20131,44885,35422,13534,21888,560,247,313,167092,67763,99329,8952,3259,5693,12289,4900,7389,3776,1364,2412,0,0,0,0
North Carolina,NC,2022,False,Undergraduate total,Undergraduate,290244,119821,170423,2256,822,1434,13238,6116,7122,65218,23784,41434,25136,10018,15118,250,107,143,154132,65900,88232,12798,4995,7803,9903,4187,5716,7313,3892,3421,399,16,415.0,0
North Carolina,NC,2022,True,All students total,All students total,309001,119322,189679,4482,1476,3006,8512,3636,4876,67392,21199,46193,38486,14914,23572,467,197,270,165889,68727,97162,9043,3392,5651,11138,4429,6709,3592,1352,2240,230,0,230.0,0
North Carolina,NC,2023,False,Undergraduate total,Undergraduate,281662,117249,164413,2139,781,1358,13716,6340,7376,63115,23369,39746,25542,10144,15398,266,121,145,147821,63743,84078,12762,5045,7717,8584,3668,4916,7717,4038,3679,510,21,1000.09.000660010.000200030000027811091330029041.00000180.2203061609405.0011000,267960
North Carolina,NC,2023,True,All students total,All students total,313305,122760,190545,4317,1445,2872,9246,4042,5204,68241,21943,46298,41627,16248,25379,507,220,287,163257,68558,94699,9137,3514,5623,13222,5323,7899,3751,1467,2284,31,273,000000002800000000000000000000000000000000000000000001000002730000000100100000000000000000000,313001
North Carolina,NC,2024,False,Undergraduate total,Undergraduate,284618,118979,165639,2104,776,1328,14597,6700,7897,63993,23751,40242,27213,10841,16372,247,101,146,146767,63557,83210,12702,5104,7598,9437,4260,5177,7558,3889,3669,880,35,00009017.00.3681020220001600000.00351492209.210413063000090150.240001200703144004000,267568
North Carolina,NC,2024,True,All students total,All students total,332729,131908,200821,4371,1460,2911,10433,4637,5796,73586,24207,49379,47023,18667,28356,649,333,316,167842,71094,96748,10619,4081,6538,14091,5866,8225,4115,1563,2552,24,283,0000000015000000000000000000000001000000000000000600000000283000.000.00000000000000000000.0,327697
North Dakota,ND,2020,False,Undergraduate total,Undergraduate,44854,22291,22563,2218,875,1343,619,318,301,1340,805,535,1920,1007,913,60,29,31,33101,16142,16959,1641,820,821,2300,1199,1101,1655,1096,559,0,0,0,0
North Dakota,ND,2020,True,All students total,All students total,10387,4402,5985,403,144,259,115,45,70,566,297,269,431,156,275,11,3,8,7993,3337,4656,466,178,288,138,86,52,264,156,108,0,0,0,0
North Dakota,ND,2021,False,Undergraduate total,Undergraduate,43136,21042,22094,1858,679,1179,639,325,314,1353,782,571,1944,1040,904,54,26,28,32269,15505,16764,1673,820,853,2038,1036,1002,1308,829,479,0,0,0,0
North Dakota,ND,2021,True,All students total,All students total,9883,4076,5807,436,116,320,120,45,75,438,202,236,411,171,240,14,6,8,7502,3095,4407,420,155,265,307,148,159,235,138,97,0,0,0,0
North Dakota,ND,2022,False,Undergraduate total,Undergraduate,42771,20599,22172,2094,769,1325,609,310,299,1391,786,605,2067,1075,992,60,37,23,31399,14913,16486,1708,832,876,2135,1023,1112,1308,854,454,4,0,4.0,0
North Dakota,ND,2022,True,All students total,All students total,9492,3984,5508,494,148,346,93,37,56,410,189,221,397,158,239,11,2,9,6614,2796,3818,399,149,250,836,381,455,238,124,114,3,0,3.0,0
North Dakota,ND,2023,False,Undergraduate total,Undergraduate,43635,20946,22689,2373,844,1529,739,381,358,1451,778,673,2171,1163,1008,57,33,24,31110,14838,16272,1778,884,894,2804,1330,1474,1152,695,457,11,0,0000.5000.00002,31679
North Dakota,ND,2023,True,All students total,All students total,9988,4254,5734,581,183,398,73,24,49,374,161,213,446,170,276,7,4,3,6539,2834,3705,422,172,250,1311,573,738,235,133,102,3,0,0102000000,9985
North Dakota,ND,2024,False,Undergraduate total,Undergraduate,44590,21370,23220,2560,906,1654,1125,585,540,1511,813,698,2346,1240,1106,79,50,29,32056,15241,16815,1773,877,896,1942,960,982,1198,698,500,26,0,0000060020000..0,42946
North Dakota,ND,2024,True,All students total,All students total,10621,4461,6160,574,188,386,113,37,76,397,171,226,519,203,316,10,6,4,7444,3195,4249,511,188,323,812,339,473,241,134,107,3,0,000.000000,6565
Northern Marianas,MP,2020,False,Undergraduate total,Undergraduate,1443,542,901,0,0,0,537,229,308,4,1,3,13,6,7,642,214,428,15,5,10,95,35,60,50,17,33,87,35,52,0,0,0,0
Northern Marianas,MP,2021,False,Undergraduate total,Undergraduate,1529,555,974,0,0,0,634,259,375,2,0,2,23,9,14,611,191,420,14,5,9,120,42,78,8,5,3,117,44,73,0,0,0,0
Northern Marianas,MP,2022,False,Undergraduate total,Undergraduate,1547,589,958,0,0,0,660,275,385,3,0,3,22,8,14,585,199,386,17,7,10,135,46,89,8,8,0,117,46,71,0,0,0.0,0
Northern Marianas,MP,2023,False,Undergraduate total,Undergraduate,1535,578,957,0,0,0,643,274,369,1,0,1,25,10,15,568,188,380,13,7,6,136,48,88,0,0,0,149,51,98,0,0,0,1535
Northern Marianas,MP,2024,False,Undergraduate total,Undergraduate,1457,549,908,0,0,0,604,262,342,1,1,0,21,5,16,553,172,381,12,6,6,133,56,77,6,3,3,127,44,83,0,0,0,1457
Ohio,OH,2020,False,Undergraduate total,Undergraduate,589368,258308,331060,1377,600,777,18371,8332,10039,61098,23927,37171,24368,10496,13872,487,226,261,414327,180965,233362,23212,9482,13730,25617,12295,13322,20511,11985,8526,0,0,0,0
Ohio,OH,2020,True,All students total,All students total,169186,66548,102638,609,245,364,3149,1199,1950,34496,10654,23842,13118,4715,8403,439,217,222,103172,43110,60062,6207,2071,4136,7191,3953,3238,805,384,421,0,0,0,0
Ohio,OH,2021,False,Undergraduate total,Undergraduate,591887,255063,336824,1457,609,848,19585,8678,10907,61671,23977,37694,27619,11506,16113,484,235,249,414143,178527,235616,22797,9035,13762,26426,12114,14312,17705,10382,7323,0,0,0,0
Ohio,OH,2021,True,All students total,All students total,182896,67606,115290,739,269,470,3874,1367,2507,38619,11201,27418,16653,5509,11144,478,145,333,106532,42329,64203,7666,2579,5087,7612,3883,3729,723,324,399,0,0,0,0
Ohio,OH,2022,False,Undergraduate total,Undergraduate,568600,245511,323089,1519,648,871,20306,9010,11296,61072,24029,37043,27727,11398,16329,493,238,255,389599,168234,221365,22271,8978,13293,28344,12913,15431,17269,10063,7206,47706,681,48387.0,0
Ohio,OH,2022,True,All students total,All students total,177912,65142,112770,735,265,470,3842,1348,2494,37907,10686,27221,15825,5395,10430,381,126,255,101482,40181,61301,7296,2356,4940,9759,4498,5261,685,287,398,529,125,654.0,0
Ohio,OH,2023,False,Undergraduate total,Undergraduate,557398,240910,316488,1580,671,909,21108,9363,11745,60578,23729,36849,28771,11842,16929,506,236,270,376155,162460,213695,22403,9117,13286,28784,13318,15466,17513,10174,7339,1198,329,00001500.0.00301100137012.0..081..618000600092000010300000000008035.00101000.60.15050005.3322185559500101125700000600017.5600000.1800018.000127000000,487790
Ohio,OH,2023,True,All students total,All students total,151338,58626,92712,611,232,379,3256,1149,2107,31776,9202,22574,12156,4454,7702,250,83,167,87188,36710,50478,5810,1952,3858,9577,4536,5041,714,308,406,216,137,.00.0070000013700000000003200000.00000009210000000500.0003601000000000000000000000000000500000000500000000..0000002100000000000000000000000000000000000,149852
Ohio,OH,2024,False,Undergraduate total,Undergraduate,564296,242338,321958,1567,688,879,22424,9995,12429,62074,23667,38407,30533,12337,18196,497,222,275,376297,162265,214032,23691,9578,14113,28444,12901,15543,18769,10685,8084,1326,461,.7106600.0.00201000.461504201110.142250056.008500007000000000410004300.100000140.1101000............301500000.00.160.0015800000030100062000000,450600
Ohio,OH,2024,True,All students total,All students total,134418,51640,82778,432,183,249,2815,1003,1812,29293,8182,21111,8969,3378,5591,180,59,121,78348,32958,45390,5090,1703,3387,8351,3783,4568,940,391,549,205,274,000700.0000027400000000186000001000000057.00.000000.000.20000000000000.00000000000000000000000000000000000001500.00000000000000200000000700000.000,131391
Oklahoma,OK,2020,False,Undergraduate total,Undergraduate,139186,60879,78307,8592,3321,5271,4185,1960,2225,11249,4890,6359,14137,5911,8226,214,87,127,77529,33862,43667,13894,5846,8048,3956,1728,2228,5430,3274,2156,0,0,0,0
Oklahoma,OK,2020,True,All students total,All students total,95918,40420,55498,9950,4104,5846,2473,1135,1338,7615,3007,4608,11798,4916,6882,190,80,110,50696,21266,29430,8016,3102,4914,3301,1950,1351,1879,860,1019,0,0,0,0
Oklahoma,OK,2021,False,Undergraduate total,Undergraduate,136661,58910,77751,8379,3224,5155,4249,1979,2270,11151,4736,6415,14379,5875,8504,204,87,117,75766,32733,43033,14051,5752,8299,3913,1749,2164,4569,2775,1794,0,0,0,0
Oklahoma,OK,2021,True,All students total,All students total,93316,38383,54933,9963,4093,5870,2447,1085,1362,7343,2737,4606,11673,4784,6889,191,80,111,48919,20268,28651,8481,3156,5325,2645,1489,1156,1654,691,963,0,0,0,0
Oklahoma,OK,2022,False,Undergraduate total,Undergraduate,132027,56530,75497,8110,3039,5071,4488,2064,2424,10961,4552,6409,14410,5884,8526,195,94,101,72304,31095,41209,13324,5467,7857,4099,1890,2209,4136,2445,1691,234,10,244.0,0
Oklahoma,OK,2022,True,All students total,All students total,90668,37527,53141,10130,4118,6012,2558,1130,1428,7365,2741,4624,11422,4545,6877,210,99,111,46713,19693,27020,7647,2876,4771,3597,1838,1759,1026,487,539,661,3,664.0,0
Oklahoma,OK,2023,False,Undergraduate total,Undergraduate,131764,56350,75414,8341,3250,5091,4488,2021,2467,10625,4511,6114,15259,6142,9117,200,87,113,71656,30854,40802,13537,5558,7979,3410,1570,1840,4248,2357,1891,279,14,0000800000000000500000026020000000,131471
Oklahoma,OK,2023,True,All students total,All students total,92074,37847,54227,10466,4242,6224,2847,1246,1601,7702,2874,4828,12870,5121,7749,227,104,123,45776,19200,26576,7800,3047,4753,3401,1582,1819,985,431,554,47,0,00.0000.000000000.003017000020000.000000050000000160010.001100000000,90342
Oklahoma,OK,2024,False,Undergraduate total,Undergraduate,134785,58046,76739,8495,3311,5184,4705,2183,2522,10844,4634,6210,16274,6571,9703,257,110,147,72609,31548,41061,14029,5823,8206,3707,1732,1975,3865,2134,1731,315,50,000160000000000013006000289370000.0,132197
Oklahoma,OK,2024,True,All students total,All students total,93249,38797,54452,10446,4238,6208,2961,1323,1638,7958,3025,4933,14533,5851,8682,240,99,141,45152,19288,25864,8523,3443,5080,2374,1032,1342,1062,498,564,226,0,00.000.00000000130.002150192000010000.0000000000000000000000020000000,91782
Oregon,OR,2020,False,Undergraduate total,Undergraduate,167227,76896,90331,1477,574,903,10114,4721,5393,4018,1978,2040,24430,10031,14399,1057,487,570,92810,41232,51578,10551,4586,5965,15235,8724,6511,7535,4563,2972,0,0,0,0
Oregon,OR,2020,True,All students total,All students total,105448,45502,59946,1215,477,738,4908,2063,2845,2835,1319,1516,15561,6133,9428,599,278,321,63407,27583,35824,5955,2592,3363,9653,4441,5212,1315,616,699,0,0,0,0
Oregon,OR,2021,False,Undergraduate total,Undergraduate,159506,71483,88023,1428,557,871,10203,4730,5473,4026,1925,2101,24626,10049,14577,1018,493,525,90450,39682,50768,10410,4409,6001,11957,6343,5614,5388,3295,2093,0,0,0,0
Oregon,OR,2021,True,All students total,All students total,93394,37759,55635,946,359,587,4632,1857,2775,2544,1070,1474,14292,5209,9083,510,211,299,56619,23105,33514,5344,2152,3192,7797,3442,4355,710,354,356,0,0,0,0
Oregon,OR,2022,False,Undergraduate total,Undergraduate,157114,70747,86367,1388,572,816,10550,4947,5603,4186,1952,2234,25185,10431,14754,990,469,521,90293,40240,50053,10510,4498,6012,9478,4925,4553,4534,2713,1821,1242,536,1778.0,0
Oregon,OR,2022,True,All students total,All students total,90691,37688,53003,896,327,569,4502,1853,2649,2531,1088,1443,15317,5796,9521,486,194,292,52900,22408,30492,4985,2031,2954,8590,3752,4838,484,239,245,2496,1186,3682.0,0
Oregon,OR,2023,False,Undergraduate total,Undergraduate,160441,72492,87949,1445,564,881,10882,5151,5731,4459,2103,2356,27223,11415,15808,991,457,534,91098,40755,50343,10872,4736,6136,9454,4979,4475,4017,2332,1685,1741,1080,2710166021232472.024701090200221922296.317.10239512600300,143512
Oregon,OR,2023,True,All students total,All students total,88652,37169,51483,957,354,603,4211,1723,2488,2579,1131,1448,15929,6051,9878,460,193,267,50004,21507,28497,4990,2026,2964,9117,3970,5147,405,214,191,2053,1995,7829524912100230358000000002006.321822524016929.7500.0.0000000,77893
Oregon,OR,2024,False,Undergraduate total,Undergraduate,160001,72174,87827,1284,512,772,10474,4946,5528,4713,2151,2562,27653,11574,16079,967,433,534,89281,40083,49198,11348,4960,6388,11145,5696,5449,3136,1819,1317,1966,1174,37801430231387..020270.91691141184408032942102112270.0600,151848
Oregon,OR,2024,True,All students total,All students total,94219,40549,53670,1070,452,618,4467,1875,2592,2867,1314,1553,17292,6697,10595,520,217,303,52559,23115,29444,5311,2218,3093,9733,4454,5279,400,207,193,2348,2501,96392315790.32046700000000229015519038717924441.1110000000000.,87701
Palau,PW,2020,True,All students total,All students total,651,274,377,0,0,0,13,8,5,0,0,0,0,0,0,637,265,372,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Palau,PW,2021,True,All students total,All students total,641,259,382,0,0,0,12,8,4,2,1,1,0,0,0,627,250,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Palau,PW,2022,True,All students total,All students total,587,261,326,0,0,0,20,13,7,1,1,0,0,0,0,566,247,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
Palau,PW,2023,True,All students total,All students total,553,246,307,0,0,0,17,8,9,1,1,0,0,0,0,535,237,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553
Palau,PW,2024,True,All students total,All students total,476,195,281,0,0,0,15,5,10,1,1,0,0,0,0,459,188,271,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,476
Pennsylvania,PA,2020,False,Undergraduate total,Undergraduate,485201,220435,264766,823,358,465,28788,13015,15773,43816,17744,26072,33839,14117,19722,428,199,229,310783,141492,169291,16227,6980,9247,26569,12792,13777,23928,13738,10190,0,0,0,0
Pennsylvania,PA,2020,True,All students total,All students total,210846,83950,126896,567,242,325,8368,3606,4762,36502,13125,23377,23299,8414,14885,287,130,157,121495,49420,72075,7114,2642,4472,11236,5470,5766,1978,901,1077,0,0,0,0
Pennsylvania,PA,2021,False,Undergraduate total,Undergraduate,468811,210107,258704,783,342,441,29272,13206,16066,43009,17258,25751,34169,14104,20065,440,226,214,297757,133955,163802,16310,6998,9312,26969,12396,14573,20102,11622,8480,0,0,0,0
Pennsylvania,PA,2021,True,All students total,All students total,195134,74308,120826,529,213,316,7951,3335,4616,34109,11362,22747,21768,7335,14433,269,110,159,112781,44416,68365,6579,2298,4281,9643,4574,5069,1505,665,840,0,0,0,0
Pennsylvania,PA,2022,False,Undergraduate total,Undergraduate,444179,195385,248794,731,298,433,30311,13535,16776,41419,16580,24839,34562,14153,20409,350,156,194,278679,123393,155286,15524,6665,8859,22231,8916,13315,20372,11689,8683,25412,350,25762.0,0
Pennsylvania,PA,2022,True,All students total,All students total,183003,69602,113401,553,231,322,7653,3225,4428,32422,10758,21664,22285,7750,14535,224,100,124,101798,39971,61827,6975,2434,4541,9723,4540,5183,1370,593,777,258,70,328.0,0
Pennsylvania,PA,2023,False,Undergraduate total,Undergraduate,448612,203360,245252,764,335,429,30954,13973,16981,41615,17111,24504,35870,14774,21096,359,170,189,273729,123166,150563,15748,6843,8905,29299,15306,13993,20274,11682,8592,24168,1218,..21790.021.060122415..0.261022100162.0000.0.017250328000..0001600100300061013.626.2...24.1431126..1634.27..110.241910....75.75749602010000910125.160030000070011000.015700,369645
Pennsylvania,PA,2023,True,All students total,All students total,179375,70749,108626,564,245,319,8172,3699,4473,32415,11553,20862,23407,8545,14862,207,86,121,96596,39211,57385,6650,2479,4171,9728,4256,5472,1636,675,961,259,140,000000626200200125000000000000162011000000.0000000010400000.090.0.00000000300100001000000360500000000000000000.00000000000000000000000000070000000000000000000000.00000.000000,168468
Pennsylvania,PA,2024,False,Undergraduate total,Undergraduate,443589,200822,242767,770,329,441,31705,14527,17178,41556,17185,24371,37429,15426,22003,330,151,179,266625,120393,146232,16210,7056,9154,28634,14105,14529,20330,11650,8680,19722,2111,...1260233027024018730...0.1510377450144.0000.0129032.01460003.000.000701300015.0.6477.811.2710245720..11338..489808.30101474622106912408.190683021000001600149.1300.00000.00160.0790015800,377485
Pennsylvania,PA,2024,True,All students total,All students total,183418,71752,111666,537,226,311,8012,3506,4506,34081,12036,22045,25795,9542,16253,242,92,150,95394,38701,56693,7400,2696,4704,10256,4230,6026,1701,723,978,382,217,000000659700390040150000000000022025120000.0000000.10840000.010417100000.0800.00.110.0000630400000.0.0000000006000000000000000000.0000000.00000000000000000000000000.0.00000,168867
Puerto Rico,PR,2020,False,Undergraduate total,Undergraduate,189926,76556,113370,285,99,186,70,20,50,1985,590,1395,182452,73791,108661,35,12,23,1267,450,817,198,58,140,3477,1437,2040,157,99,58,0,0,0,0
Puerto Rico,PR,2020,True,All students total,All students total,24184,13667,10517,1,1,0,0,0,0,16,10,6,24123,13616,10507,0,0,0,15,12,3,0,0,0,1,1,0,28,27,1,0,0,0,0
Puerto Rico,PR,2021,False,Undergraduate total,Undergraduate,185206,71807,113399,342,116,226,90,33,57,2448,832,1616,172829,67577,105252,45,19,26,1384,541,843,230,76,154,7676,2532,5144,162,81,81,0,0,0,0
Puerto Rico,PR,2021,True,All students total,All students total,22985,12517,10468,2,2,0,0,0,0,29,9,20,22935,12494,10441,0,0,0,10,8,2,0,0,0,8,4,4,1,0,1,0,0,0,0
Puerto Rico,PR,2022,False,Undergraduate total,Undergraduate,166200,65293,100907,363,125,238,78,31,47,2612,855,1757,158539,62414,96125,35,15,20,1185,434,751,242,86,156,2875,1167,1708,271,166,105,28,0,28.0,0
Puerto Rico,PR,2022,True,All students total,All students total,22892,12709,10183,1,1,0,0,0,0,36,12,24,22828,12676,10152,0,0,0,23,17,6,0,0,0,4,3,1,0,0,0,0,2,2.0,0
Puerto Rico,PR,2023,False,Undergraduate total,Undergraduate,159974,62810,97164,369,120,249,99,47,52,2818,978,1840,151558,59606,91952,50,18,32,1496,532,964,303,125,178,3205,1347,1858,76,37,39,359,0,00000000030000000000176072552623347000002200430.001500000000000.000000000,156530
Puerto Rico,PR,2023,True,All students total,All students total,22626,12676,9950,2,2,0,0,0,0,35,11,24,22571,12649,9922,0,0,0,18,14,4,0,0,0,0,0,0,0,0,0,0,0,0000000000000000000000000000000000000000000000000000000,22626
Puerto Rico,PR,2024,False,Undergraduate total,Undergraduate,161354,63405,97949,466,172,294,139,67,72,3265,1160,2105,152514,60027,92487,58,22,36,1759,631,1128,373,142,231,2687,1140,1547,93,44,49,414,41,0.00000300000000008916410527166390.000.0.78003102000000000000.000000000,153834
Puerto Rico,PR,2024,True,All students total,All students total,22831,12570,10261,2,2,0,4,4,0,35,18,17,22763,12522,10241,0,0,0,27,24,3,0,0,0,0,0,0,0,0,0,0,0,000.0000000000000000000000000000000000000000000000000000,22831
Rhode Island,RI,2020,False,Undergraduate total,Undergraduate,61573,27083,34490,195,81,114,3034,1256,1778,4154,1659,2495,7373,2852,4521,45,19,26,36597,16501,20096,1848,749,1099,5351,2689,2662,2976,1277,1699,0,0,0,0
Rhode Island,RI,2020,True,All students total,All students total,22060,8999,13061,91,44,47,597,246,351,2380,1037,1343,4813,1850,2963,14,5,9,11344,4727,6617,1308,483,825,1484,594,890,29,13,16,0,0,0,0
Rhode Island,RI,2021,False,Undergraduate total,Undergraduate,58718,25465,33253,171,67,104,3118,1273,1845,4196,1631,2565,7256,2734,4522,68,41,27,36141,16375,19766,1800,716,1084,3615,1616,1999,2353,1012,1341,0,0,0,0
Rhode Island,RI,2021,True,All students total,All students total,20761,7898,12863,72,21,51,549,206,343,2174,859,1315,4693,1619,3074,1,0,1,10445,4176,6269,1267,466,801,1541,546,995,19,5,14,0,0,0,0
Rhode Island,RI,2022,False,Undergraduate total,Undergraduate,57518,25255,32263,172,69,103,3224,1378,1846,4229,1675,2554,7205,2761,4444,46,21,25,35216,16068,19148,1828,755,1073,3021,1444,1577,2577,1084,1493,81,0,81.0,0
Rhode Island,RI,2022,True,All students total,All students total,19746,7936,11810,78,24,54,519,207,312,2354,983,1371,4963,1920,3043,8,5,3,9280,3777,5503,1155,414,741,1369,597,772,20,9,11,377,0,377.0,0
Rhode Island,RI,2023,False,Undergraduate total,Undergraduate,60865,26591,34274,180,77,103,3452,1524,1928,4365,1756,2609,7765,2998,4767,50,27,23,36059,16286,19773,2126,882,1244,4026,1865,2161,2842,1176,1666,115,8,.040158.600219,35247
Rhode Island,RI,2023,True,All students total,All students total,19891,7976,11915,79,23,56,501,193,308,2668,1121,1547,5555,2167,3388,16,9,7,8934,3658,5276,1216,436,780,895,357,538,27,12,15,545,0,054500.000,19243
Rhode Island,RI,2024,False,Undergraduate total,Undergraduate,61958,26854,35104,196,86,110,3739,1655,2084,4822,1865,2957,8608,3345,5263,48,25,23,36014,16212,19802,2209,946,1263,3636,1589,2047,2686,1131,1555,202,287,.07123.11124200270,44207
Rhode Island,RI,2024,True,All students total,All students total,20171,7840,12331,58,19,39,531,195,336,2822,1106,1716,5549,2032,3517,13,10,3,8931,3707,5224,1265,387,878,980,375,605,22,9,13,861,0,0861000000,19310
South Carolina,SC,2020,False,Undergraduate total,Undergraduate,159317,67375,91942,534,223,311,3210,1447,1763,34016,12420,21596,8717,3698,5019,182,95,87,99653,43590,56063,5711,2333,3378,3960,1654,2306,3334,1915,1419,0,0,0,0
South Carolina,SC,2020,True,All students total,All students total,101442,37008,64434,427,147,280,1529,653,876,30936,8812,22124,6359,2605,3754,156,69,87,55226,22052,33174,3728,1340,2388,3006,1275,1731,75,55,20,0,0,0,0
South Carolina,SC,2021,False,Undergraduate total,Undergraduate,155458,65336,90122,469,198,271,3402,1535,1867,31944,11387,20557,9081,3801,5280,165,73,92,97709,42558,55151,5825,2357,3468,4234,1926,2308,2629,1501,1128,0,0,0,0
South Carolina,SC,2021,True,All students total,All students total,98017,33874,64143,359,122,237,1526,615,911,30059,7902,22157,6321,2477,3844,125,51,74,53382,20364,33018,3664,1268,2396,2514,1029,1485,67,46,21,0,0,0,0
South Carolina,SC,2022,False,Undergraduate total,Undergraduate,154743,64845,89898,453,197,256,3554,1558,1996,30363,11252,19111,9697,4007,5690,180,79,101,96206,41418,54788,5765,2286,3479,5607,2414,3193,2918,1634,1284,232,4,236.0,0
South Carolina,SC,2022,True,All students total,All students total,102064,35515,66549,399,156,243,1651,673,978,32361,8433,23928,7145,2814,4331,163,66,97,53558,20839,32719,4129,1405,2724,2566,1066,1500,92,63,29,0,0,0.0,0
South Carolina,SC,2023,False,Undergraduate total,Undergraduate,156970,65829,91141,454,189,265,3763,1653,2110,30226,11393,18833,10735,4482,6253,187,94,93,97368,41649,55719,5998,2454,3544,4953,2095,2858,3286,1820,1466,160,20,00.2020000000.007.00.000130120014000.01010.0,144858
South Carolina,SC,2023,True,All students total,All students total,107734,37659,70075,416,160,256,1725,686,1039,34074,8972,25102,8415,3280,5135,175,56,119,55212,21563,33649,4678,1671,3007,2921,1189,1732,118,82,36,36,0,00000000000000000000000000030060000000000000000000,107698
South Carolina,SC,2024,False,Undergraduate total,Undergraduate,159559,66384,93175,411,171,240,3890,1731,2159,29958,11211,18747,11822,4851,6971,181,85,96,98283,41542,56741,6199,2528,3671,5700,2563,3137,3115,1702,1413,192,43,0000010000000.8015800000090100040000001125930,157817
South Carolina,SC,2024,True,All students total,All students total,111677,39337,72340,425,174,251,1761,724,1037,35360,9553,25807,9373,3584,5789,201,74,127,56468,22219,34249,5129,1820,3309,2805,1082,1723,155,107,48,0,0,00000000000000000000.000000000000000000000000000,110754
South Dakota,SD,2020,False,Undergraduate total,Undergraduate,49316,21503,27813,3224,1057,2167,656,298,358,1932,977,955,2008,911,1097,55,31,24,37601,16394,21207,1632,717,915,926,425,501,1282,693,589,0,0,0,0
South Dakota,SD,2020,True,All students total,All students total,9231,4203,5028,370,136,234,169,62,107,228,116,112,329,135,194,20,7,13,7758,3574,4184,144,51,93,209,119,90,4,3,1,0,0,0,0
South Dakota,SD,2021,False,Undergraduate total,Undergraduate,47564,20245,27319,3364,932,2432,674,288,386,1691,928,763,1998,920,1078,72,48,24,36333,15502,20831,1439,637,802,1072,455,617,921,535,386,0,0,0,0
South Dakota,SD,2021,True,All students total,All students total,9308,4106,5202,355,149,206,167,70,97,257,107,150,316,109,207,27,9,18,7678,3427,4251,177,60,117,321,171,150,10,4,6,0,0,0,0
